phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Transition;Review Requirements;547;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob przegladania produktow pracy wymagan.;Dawid BONDYRA
Transition;Manage Change Requests;548;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Dzialanie to zapewnia, ze nalezycie uwzgledniono wplyw zmiany na projekt i ze zatwierdzone zmiany sa wprowadzane w ramach projektu w spojny sposob;Dawid BONDYRA
Transition;Submit Change Request;549;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;To zadanie opisuje, jak utworzyc zadanie zmiany.;Dawid BONDYRA
Transition;Update Change Request;550;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;To zadanie okresla, kto i jak moze wprowadzac zmiany w zadaniu zmiany.;Dawid BONDYRA
Transition;Review Change Requests;551;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to okresla, w jaki sposob nalezy przeprowadzac selekcje wnioskow o zmiane.;Dominik DAWIDZIAK
Transition;Confirm Duplicate or Rejected CR;552;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W tym zadaniu opisano sposob sprawdzania, czy CR musi zostac odrzucony lub oznaczony jako Duplikat.;Dominik DAWIDZIAK
Transition;Schedule and Assign Work;553;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to opisuje wszystkie czynnosci, ktore musza zostac wykonane, aby zatwierdzony Wniosek o Zmiane zostal wlaczony do harmonogramu prac rozwojowych.;Dominik DAWIDZIAK
Transition;Verify Changes in Build;554;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to okresla sposob sprawdzania, czy wniosek o zmiane zostal ukonczony.;Dominik DAWIDZIAK
Transition;Support Environment During an Iteration;555;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;To dzialanie wspiera srodowisko rozwojowe projektu w trakcie biezacej iteracji, przy czym srodowisko rozwojowe obejmuje zarowno proces, jak i narzedzia.;Dominik DAWIDZIAK
Transition;Support Development;556;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Zadanie to obejmuje szeroki zakres uslug technicznych, takich jak: utrzymywanie infrastruktury rozwojowej, w tym administrowanie systemami, tworzenie kopii zapasowych, telekomunikacja, tworzenie i powielanie dokumentow itd.;Dominik DAWIDZIAK
Transition;Change and Deliver Configuration Items;557;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W ramach tego dzialania zarzadza sie artefaktami projektu i zwiazanymi z nimi pracami od momentu ich poczatkowego utworzenia jako artefaktow prywatnych az do ich dostarczenia i ogolnego udostepnienia zespolowi projektowemu i innym interesariuszom.;Dominik DAWIDZIAK
Transition;Create Development Workspace;558;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W tym zadaniu opisano sposob tworzenia i uzywania przestrzeni roboczej do pracy programistycznej.;Dominik DAWIDZIAK
Transition;Make Changes;559;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W tym zadaniu opisano, jakie sa glowne operacje tworzenia i modyfikowania produktow pracy oraz jak je wykonywac.;Dominik DAWIDZIAK
Transition;Deliver Changes;560;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to okresla, w jaki sposob nalezy przeprowadzic uporzadkowana integracje zestawu zmian utworzonych przez zespol programistow.;Dominik DAWIDZIAK
Transition;Update Workspace;561;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to podkresla koniecznosc czestego aktualizowania obszarow roboczych.;Dominik DAWIDZIAK
Transition;Create Baselines;562;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W tym zadaniu okreslono, czym jest linia bazowa i kiedy nalezy ja tworzyc.;Dominik DAWIDZIAK
Transition;Promote Baselines;563;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Zadanie to okresla, kiedy tworzenie linii bazowej jest zakonczone oraz w jaki sposob nalezy oznaczyc ukonczona linie bazowa.;Dominik DAWIDZIAK
Transition;Manage Baselines & Releases;564;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;"Dzialanie to zapewnia mozliwosc identyfikacji spojnych zestawow powiazanych lub zaleznych artefaktow jako czesci ""linii bazowej"" do roznych celow, takich jak identyfikacja kandydatow do wydania, wersji produktu, dojrzalosci lub kompletnosci artefaktow.";Dominik DAWIDZIAK
Transition;Create Deployment Unit;565;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;W tym zadaniu opisano tworzenie nosnikow dla rozwiazania, ktore umozliwiaja jego wdrozenie w srodowisku docelowym.;Dominik DAWIDZIAK
Transition;Create Baselines;566;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Jest to staly punkt odniesienia do mierzenia i porownywania postepow projektu. Pozwala to na ocene wydajnosci projektu w czasie.;Karol MARTYNIUK
Transition;Promote Baselines;567;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Wlasciwosc, ktorej mozna uzyc do wskazania jakosci lub stopnia kompletnosci dzialan i wersji reprezentowanych przez baseline.;Karol MARTYNIUK
Transition;Monitor & Report Configuration Status;568;;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Monitorowanie konfiguracji dotyczy projektow wiekszych niz srednie. Dotyczy dyscypliny konfiguracji i zmian.;Karol MARTYNIUK
Transition;Report on Configuration Status;569;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;j/w;Karol MARTYNIUK
Transition;Perform Configuration Audit;570;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Audyt konfiguracyjny dotyczy tylko bardzo duzych przedsiewziec. Traktujemy go jako element konfiguracji i zmian.;Karol MARTYNIUK
Transition;Plan Deployment;571;520;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W ramach tego dzialania planuje sie wdrozenie produktu. Planowanie wdrozenia musi uwzgledniac, w jaki sposob i kiedy produkt zostanie udostepniony uzytkownikowi koncowemu.;Karol MARTYNIUK
Transition;Develop Deployment Plan;572;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Zadanie to opisuje, jak opracowac plan, w jaki sposob i kiedy produkt ma byc udostepniony spolecznosci uzytkownikow.;Karol MARTYNIUK
Transition;Define Bill of Materials;573;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano liste materialow, czyli spis oprogramowania i materialow, ktore maja byc dostarczone jako czesc calego produktu.;Karol MARTYNIUK
Transition;Fix Defects in Components;574;520;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Naprawa defektow.;Karol MARTYNIUK
Transition;Plan Subsystem Integration;575;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Planowanie integracji podsystemow.;Karol MARTYNIUK
Transition;Implement Design Elements;576;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow.;Karol MARTYNIUK
Transition;Analyze Runtime Behavior;577;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza zachowan.;Karol MARTYNIUK
Transition;Implement Testability Elements;578;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow testowych systemu.;Karol MARTYNIUK
Transition;Implement Developer Test;579;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Opisuje sposob implementacji poszczegolnych testow systemu.;Karol MARTYNIUK
Transition;Execute Developer Tests;580;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Wykonanie testow dla systemu.;Karol MARTYNIUK
Transition;Review Code;581;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza kodu przez zespol programistow.;Karol MARTYNIUK
Transition;Develop Remaining Components [within Scope];582;520;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja pozostalych komponentow;Karol MARTYNIUK
Transition;Analyze Behavior;583;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza zachowan.;Karol MARTYNIUK
Transition;Identify Design Elements;584;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Identyfikacja elementow projektu wystepuje na kazdym szczeblu.;Bartosz OCIMEK
Transition;Use-Case Analysis;585;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zidentyfikowac wymagania systemu oraz informacje wykorzystywane zarowno do definiowania wykorzystywanych procesow, jak i klas, ktore beda wykorzystywane zarowno w diagramie przypadkow uzycia, jak i w ogolnym uzyciu przypadku rozwoju lub przeprojektowania systemu oprogramowania lub programu.;Bartosz OCIMEK
Transition;Operation Analysis;586;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego zadania wyniki Analizy Operacji sa przeksztalcane w szczegolowe Realizacje Operacji.;Bartosz OCIMEK
Transition;Design the User Interface;587;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Opracowanie GUI oraz wymaganych interfejsow.;Bartosz OCIMEK
Transition;Prototype the User-Interface;588;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Zadanie ma na celu zrealizowanie wstepnego wygladu GUI;Bartosz OCIMEK
Transition;Review the Design;589;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Okresla sposob przeprowadzenia przegladu projektu;lukasz GUZEK
Transition;Service Identification;590;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Ten wzorzec mozliwosci zapewnia techniki identyfikowania i kwalifikowania uslug kandydujacych;lukasz GUZEK
Transition;Domain Decomposition;591;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;lukasz GUZEK
Transition;Functional Area Analysis;592;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Wykorzystuje podzial dzialalnosci, taki jak model komponentow CBM i mapa ciepla, jako punkt poczatkowy lub dane wejsciowe.;lukasz GUZEK
Transition;Refine a Business Use-Case;593;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;To zadanie jest wykonywane, gdy istnieja biznesowe przypadki uzycia, ktore maja tylko definicje wysokiego poziomu i wymagaja doprecyzowania przed ich zrealizowaniem.;lukasz GUZEK
Transition;Business Process Analysis;594;593;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza procesow biznesowych;lukasz GUZEK
Transition;Business Use Case Analysis (SOA);595;593;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza przypadkow uzycia;lukasz GUZEK
Transition;Goal-Service Modeling;596;591;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Pomaga odkrywac uslugi dostosowane do potrzeb biznesowych i zapewnia, ze ??wazne uslugi nie zostaly pominiete podczas dekompozycji procesu lub analizy istniejacych zasobow. Poprzez jasne wyartykulowanie celow biznesowych modelowanie celow i uslug zapewnia rowniez wazny mechanizm zawezenia zakresu innych technik identyfikacji uslug.;lukasz GUZEK
Transition;Identify Business Goals and KPIs;597;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;lukasz GUZEK
Transition;Identify and Associate Services to Goals;598;597;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Goal-Service Assignment laczy uslugi z celami biznesowymi i identyfikuje uslugi poprzez analize celow przedsiebiorstwa lub jednostki biznesowej.;lukasz GUZEK
Transition;Existing Asset Analysis;599;596;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza istniejacych zasobow to proces wykorzystania istniejacych zasobow (np. istniejacych systemow, takich jak pakiety lub aplikacje niestandardowe;lukasz GUZEK
Transition;Existing Asset Analysis;600;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza istniejacych zasobow to proces wykorzystania istniejacych zasobow (np. istniejacych systemow, takich jak pakiety lub aplikacje niestandardowe;lukasz GUZEK
Transition;Data Model Analysis;601;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza modelu danych;lukasz GUZEK
Transition;Business Rule Analysis;602;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analizuj reguly biznesowe pod katem implementacji w silniku regul.;lukasz GUZEK
Transition;Construct Architectural Proof-of-Concept (SOA);603;600,601,602;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;;lukasz GUZEK
Transition;Design Components;604;583,59;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego dzialania dopracowuje sie projekt systemu.;Adrian MALIK
Transition;Use-Case Design;605;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, jak udoskonalic produkty Analizy Przypadku Uzycia poprzez opracowanie Realizacji Przypadku Uzycia na poziomie projektu.;Adrian MALIK
Transition;Subsystem Design;606;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano sposob dokumentowania elementow Podsystemu i ich zachowania, a takze zaleznosci miedzy Podsystemami.;Adrian MALIK
Transition;Operation Design;607;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego zadania wyniki Analizy Operacji sa przeksztalcane w szczegolowe Realizacje Operacji.;Adrian MALIK
Transition;Class Design;608;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie sposob projektowania struktury klas podsystemu lub komponentu.;Adrian MALIK
Transition;Define Testability Elements;609;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Adrian MALIK
Transition;Design Testability Elements;610;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zaprojektowac funkcje specyficzne dla danego testu.;Adrian MALIK
Transition;Capsule Design;611;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano cechy charakterystyczne konstrukcji kapsuly.;Adrian MALIK
Transition;Review the Design;612;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, w jaki sposob nalezy przeprowadzic przeglad projektu i jak odniesc sie do wynikow przegladu.;Adrian MALIK
Transition;Design the Database;613;583,59;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym cwiczeniu identyfikuje sie klasy projektowe, ktore maja byc przechowywane w bazie danych, i projektuje odpowiednie struktury bazy danych.;Adrian MALIK
Transition;Class Design;614;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie sposob projektowania struktury klas podsystemu lub komponentu.;Adrian MALIK
Transition;Specify Data Migration;615;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zmigrowac starsze zrodlo danych do docelowej bazy danych.;Adrian MALIK
Transition;Database Design;616;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu wyjasniono, jak zaprojektowac baze danych w celu wdrozenia trwalosci w aplikacji.;Adrian MALIK
Transition;Review the Design;617;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, w jaki sposob nalezy przeprowadzic przeglad projektu i jak odniesc sie do wynikow przegladu.;Adrian MALIK
Transition;Service Specification;618;583,59;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Ten wzorzec mozliwosci dostarcza specyfikacji zachowania uslugi oraz identyfikuje uslugodawcow i partycje.;Adrian MALIK
Transition;Perform Service Specification;619;;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Transition;Apply Services Litmus Tests;620;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to opisuje wymog kwalifikowania uslug kandydujacych w celu zapewnienia, ze te, ktore sa dalej rozwijane, rzeczywiscie spelniaja potrzeby przedsiebiorstwa.;Patryk BARCZAK
Transition;Service Specification;621;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to definiuje i okresla uslugi oraz strukture rozwiazania zorientowanego na uslugi pod wzgledem wspolpracy zawartych w nim elementow projektowych oraz zewnetrznych podsystemow/interfejsow.;Patryk BARCZAK
Transition;Message Design;622;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano dzialania wymagane do opracowania kompleksowego modelu projektowania komunikatow (katalogu). W tle omowiono wzorce wymiany komunikatow oraz zwiazek modelu domeny z modelem komunikatow. Przedstawiono rowniez uwagi projektowe dotyczace ziarnistosci komunikatow i ich wydajnosci.;Patryk BARCZAK
Transition;Identify Security Patterns;623;621;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Podczas tworzenia wstepnej architektury systemu architekt bezpieczenstwa jest odpowiedzialny za identyfikacje i wybor kluczowych wzorcow bezpieczenstwa, ktore zapewniaja poziom bezpieczenstwa wymagany przez system.;Patryk BARCZAK
Transition;Perform Subsystem Analysis;624;619;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Transition;Subsystem Design (SOA);625;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to rozszerza tradycyjne projektowanie podsystemow w RUP o szczegoly specyficzne dla rozwiazania SOA, szczegolnie w przypadku, gdy podsystemy zostaly zidentyfikowane na podstawie modeli analizy biznesowej. Po przejsciu z domeny biznesowej do domeny informatycznej mapujemy zidentyfikowane obszary funkcjonalne zdefiniowane przez te pierwsza na podsystemy, czyli ich informatyczne odpowiedniki.;Patryk BARCZAK
Transition;Perform Component Specification;626;624;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Transition;Component Specification (SOA);627;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie szczegoly dotyczace skladnikow uslug realizujacych podsystem projektowy.;Patryk BARCZAK
